P,L,EI,delta
9.453377534536235544e+03,3.159673710273588121e+00,4.625140234978897497e+06,3.586579584323250705e-03
6.060967924612436946e+02,6.652905345092736233e+00,4.919507532741239294e+06,3.362580063172014057e-03
8.004664457846924961e+03,7.202684835480219760e+00,9.718576182791473111e+05,5.838853132021219056e-02
1.833477726405911881e+03,6.265923187549300444e+00,9.380002628381570801e+06,2.556359924521690342e-03
5.622353933068067818e+03,5.545750136225850113e+00,2.988192749558642507e+06,1.180308840391354475e-02
2.926345692456843608e+03,5.466370392757332830e+00,9.227546670052077621e+06,0.000000000000000000e+00
8.499929970003280687e+03,2.376186828767705261e+00,3.869287364909405354e+06,0.000000000000000000e+00
2.291690816922273370e+03,3.242277779964453099e+00,4.415558431200509891e+06,0.000000000000000000e+00
1.892476600382282868e+03,9.829334816452080403e+00,3.601313915629089810e+06,1.174993555289850604e-02
8.938621910733758341e+03,9.485462622997292925e+00,5.395424099755679257e+06,2.960004455660631209e-02
3.532089690393304409e+02,3.994380116472934894e+00,5.191165627938697115e+06,5.032318807596943347e-03
8.865920753521855659e+03,4.577623465937090685e+00,4.795190292126902379e+06,1.125143604512022361e-02
2.827920586917576315e+02,1.546657603030079597e+00,2.461721543493403122e+06,0.000000000000000000e+00
1.120797438902367503e+03,7.751930324408663253e+00,1.617065444776408141e+06,1.154585628719786983e-02
7.723981058606173974e+03,8.613834054136280116e+00,6.562879957510350272e+06,6.730069304885533468e-03
2.957759652226370690e+03,3.591888862898848345e+00,6.812111395509054884e+06,3.063352508562803504e-03
7.516662026532381788e+03,6.254028178358245427e+00,7.753785222909631208e+06,5.113825269913224378e-03
7.985149939169850768e+03,7.361924850493317685e+00,3.771656046820595395e+06,2.564241391730745501e-02
9.145691164775236757e+03,1.439823348493553201e+00,9.593524395259395242e+06,0.000000000000000000e+00
1.480713278901905369e+03,7.557613776846107356e+00,7.326250812176885083e+06,0.000000000000000000e+00
6.256777146989536959e+03,9.250787320035142258e+00,5.531226633075029589e+06,2.038956583363412886e-02
6.969328280338306286e+03,1.040540136923395309e+00,1.172076684408881469e+06,3.451479746774629032e-03
3.297425657162652442e+03,5.795715531392420239e+00,3.931672930876477621e+05,3.169955146048960420e-02
4.502358150620659217e+03,4.881913159837975691e+00,9.279252228343898430e+06,0.000000000000000000e+00
1.324032063249891962e+03,4.290698935525682600e+00,5.030422229368705302e+06,0.000000000000000000e+00
3.136854497715231901e+03,9.952074598245184589e+00,7.545639660527428612e+06,1.323482979449198439e-02
4.115963652781616474e+03,4.365951100512685201e+00,1.487553996933149640e+06,9.408327463009503316e-03
8.514508466440400298e+03,4.251664672884714946e+00,1.854630603201518068e+06,6.108249486361396960e-03
6.686399185499109990e+03,3.504514070938948400e+00,6.576124199356400408e+06,5.310545157695639815e-04
2.881505463453837820e+03,4.679612262252565102e+00,5.802985202516510151e+06,5.849215605597320178e-03
4.270320125474750057e+03,4.795699527008178364e+00,7.565780590805571526e+06,0.000000000000000000e+00
3.683015975601511855e+03,6.290501508634769756e+00,6.601225428019307554e+06,9.410938406754179586e-03
2.335787799444869961e+03,9.663401970353151071e+00,6.123007312469937839e+06,1.876054173383803064e-02
5.614062056256084361e+03,8.017645527917103720e+00,5.279514251163258217e+06,8.440735124028032194e-03
9.538134946399541150e+03,8.112734788014623888e+00,8.747138688933478668e+06,4.625202067762076465e-03
4.601375568761866816e+03,6.879963543140251936e+00,1.445689210942125879e+06,2.658637860325619579e-02
9.252491859592260880e+03,2.357003016190483358e+00,3.974327401022929116e+05,1.181859609809450713e-02
1.551782655434103333e+02,2.993655608164331294e+00,8.420618972313152626e+06,0.000000000000000000e+00
5.281110157213145612e+03,6.595651248963334545e+00,8.113224961008229293e+06,0.000000000000000000e+00
6.557353866595755790e+03,5.527990894567077262e+00,2.659526038112172857e+06,0.000000000000000000e+00
4.504124172060452111e+03,1.245802215623772025e+00,9.128663485713755712e+06,0.000000000000000000e+00
9.981422375537609696e+03,1.516983406612466556e+00,9.558604691985677928e+06,0.000000000000000000e+00
6.127740907209628858e+03,3.146401016741980250e+00,6.140980176261460409e+06,0.000000000000000000e+00
4.431457227271928787e+03,8.006357956471166659e+00,9.799952166337359697e+06,5.282454135440015769e-03
6.346361551266391871e+03,6.482073732586576043e+00,2.137056963882078417e+06,7.596128277687288696e-03
8.012737698099672343e+03,1.683431473095318598e+00,9.045103819993983954e+06,5.271782107402187868e-03
9.327445040420598161e+02,2.116640558264949235e+00,4.142296359743275680e+06,8.866334304480916195e-03
8.388128541988025972e+03,1.102297110442701289e+00,5.983845652057696134e+06,0.000000000000000000e+00
9.859237549740360919e+03,8.020895402007106156e+00,5.364531133998078294e+06,2.457268770725232199e-02
8.023510812147459546e+03,9.369186971325735414e+00,1.463707211594531836e+05,9.586917776285880377e-01
3.542407170406463138e+03,5.575283930189812054e+00,4.465944679359019210e+04,2.753620872483744653e-01
6.203145990953902583e+03,8.967666179583643427e+00,1.403148069178282749e+06,5.833462600534869424e-02
7.408075121806637981e+03,2.156788284888358831e+00,8.122188657316680066e+06,0.000000000000000000e+00
3.273235629772154880e+03,6.871177294321550555e+00,9.205187807485796511e+06,0.000000000000000000e+00
4.218098030942512196e+03,5.902590934398843636e+00,7.519776007356110495e+04,2.505541422447317146e-01
7.576826220576603191e+03,1.902509666110333342e+00,4.248200731291447766e+06,0.000000000000000000e+00
1.927173323994181601e+03,4.363033909705613667e+00,9.357615950705252588e+06,1.052561968620151396e-02
9.069095172532981451e+03,5.151693649071848569e+00,8.041723490162851289e+06,2.809256323528060671e-03
2.149380877678991965e+03,3.509552489053184399e+00,2.596672044294905849e+06,1.149712739860196675e-02
6.266557084747129920e+03,6.404508316330107753e+00,8.975953554527288303e+06,6.912583115548233230e-04
5.237274663177461207e+02,1.541451457479428022e+00,4.127562217467427719e+06,0.000000000000000000e+00
5.569904362672246862e+03,3.690543340274171413e+00,4.208125736656533554e+06,4.686772496286668518e-03
1.092194057154770690e+03,9.198098669427947627e+00,2.927373843362524640e+05,4.493769925336060789e-02
1.709904677872017373e+03,1.744758033355657600e+00,9.524752217264283448e+06,0.000000000000000000e+00
5.038687286330218740e+03,7.399590776343918819e+00,8.887432707784080878e+06,2.149547869627582968e-03
9.829277082682947366e+03,4.487293812819077132e+00,5.609064052713912912e+06,1.691447515896465914e-02
3.720859154758462864e+03,4.088229854393681251e+00,3.135830793782585301e+06,1.629753195033233765e-02
9.127901241964382280e+03,1.682886261146852247e+00,3.628002968800385948e+06,0.000000000000000000e+00
1.347281421641940824e+03,9.535071180319707906e+00,2.696442540483543184e+06,1.173678903928240293e-02
5.810511851325809403e+03,7.636234758771981213e+00,9.804510068801745772e+06,7.626136133427008530e-03
8.742557768735874561e+03,8.703746409092349978e+00,5.590517743810331449e+06,1.888855150360161522e-02
3.604466059352368120e+03,1.572764837153004525e+00,1.825737896591461031e+06,0.000000000000000000e+00
5.093122700681079550e+03,8.843821392580565544e+00,7.350499482751505449e+06,6.808723465546333287e-03
6.659601011179966008e+03,4.623545969665114441e+00,4.911126826955876313e+06,1.648035477005778751e-02
5.414101094109312726e+03,5.582347224850888523e+00,2.136570757786131464e+06,1.163013000080358184e-02
2.109745832228983090e+03,6.518668222401621470e+00,3.455634806859791279e+06,1.189808452133973328e-02
2.722726635587392138e+03,5.606127920797798758e+00,4.038899793982583564e+06,0.000000000000000000e+00
3.056817424306923385e+03,3.210882861041377545e+00,5.219558578430144116e+06,7.508744325864531027e-03
4.307732348540938801e+03,1.103800736861667353e+00,4.357045636262754910e+06,3.198634172614822288e-03
9.739080230948540702e+03,8.831097720659967010e+00,8.928429947719259188e+06,2.193592268400176154e-02
6.468987821997853644e+03,1.624661923529835850e+00,5.318432525580377318e+06,4.455207585869390419e-03
7.386131751121635716e+03,9.429514091125689390e+00,2.858579633965935092e+06,4.620111129414473244e-02
6.752918766697285719e+03,1.669443024016066701e+00,5.526459506389738061e+06,0.000000000000000000e+00
7.577816099714410484e+03,5.408589367614437649e+00,6.660500015118683223e+05,3.749141874145842102e-02
7.571626816169986341e+03,8.628243107028435332e+00,6.009611224028075812e+05,1.720484781246030270e-01
4.425686630163846530e+03,3.775998091097465537e+00,8.733676445379611105e+06,2.910091464037742760e-03
3.375049675063066843e+03,6.507379398245612734e+00,9.035131695961510763e+06,0.000000000000000000e+00
1.916094808974653915e+03,5.710839785182907136e+00,7.015625686388134956e+06,0.000000000000000000e+00
7.826635605835117531e+03,7.032806802542628688e+00,1.700488688501812518e+06,4.533197400831505408e-02
3.255265755198262468e+03,6.770965885260006090e+00,5.342872277020177804e+06,0.000000000000000000e+00
9.519588894042411994e+03,5.780077783860004814e+00,9.354514335719924420e+06,1.575762422567226345e-02
5.982754504114913289e+03,1.673217603836874900e+00,6.746727929496465251e+06,2.911951512753349625e-03
4.320610010690623312e+03,4.590700522845492237e+00,1.143646588215409080e+06,0.000000000000000000e+00
9.540066114573874074e+03,2.661289549113820652e+00,4.301894034891265444e+06,0.000000000000000000e+00
7.278473079385697019e+03,3.022223748537471888e+00,9.903076495388144627e+06,2.850126854719934721e-03
3.168774508933941547e+02,1.390444251183817759e+00,5.666303101462221704e+06,3.226486932257093335e-03
3.849805019992525104e+03,1.009904983929597044e+00,1.290819388788087090e+05,4.976450958171513804e-03
6.435129984433368008e+03,7.218825846948681679e+00,5.334710712414010428e+06,1.327430069000836918e-02
3.840682632387052763e+03,2.763907823012889509e+00,2.751208915786306839e+06,5.995666769891673173e-03
2.645194589328635857e+02,9.789667896658263757e+00,5.799962920181677677e+06,0.000000000000000000e+00
6.267761786804112489e+02,2.612012352226856571e+00,3.255155404526491649e+06,0.000000000000000000e+00
6.384355612434553223e+03,8.762416870401237290e+00,8.496492391150927171e+06,6.676511393579101158e-03
5.002706115597235112e+03,4.770103498106623263e+00,7.513401951199181378e+06,0.000000000000000000e+00
8.595388667573181010e+03,1.060311861387177812e+00,8.557109199759548530e+06,2.612720121665378526e-03
4.734829159798056935e+03,4.276365406719347284e+00,2.709654698847094551e+06,0.000000000000000000e+00
8.930396006932847740e+03,2.073076674772032391e+00,4.326715871120249853e+06,1.057684515759708607e-02
4.295109763991589716e+03,8.770435771696911686e+00,7.098278184681227431e+06,0.000000000000000000e+00
9.399692380454120212e+03,1.281826583127824604e+00,7.800118378848617896e+06,0.000000000000000000e+00
5.235684337677109852e+02,9.937919177262987347e+00,7.043542334488308989e+06,2.486518023359625493e-03
9.976339541733579608e+03,5.896755642709493372e+00,1.503068539738383144e+06,3.826701908691772236e-02
9.729975923007421443e+03,2.429362401216550893e+00,5.932935229695836082e+06,2.836399281428990653e-03
9.981238229292310962e+02,4.305979205326986303e+00,2.786614969157148153e+06,0.000000000000000000e+00
4.726021539430899793e+03,4.683268077617637637e+00,7.869095984265609644e+06,1.233644372377452544e-02
2.729964992603075643e+03,6.758952327698375839e+00,9.585659842741832137e+06,7.393246094180705788e-03
6.882619023187590756e+03,7.452765333391388580e+00,5.016593501020538621e+06,4.952529284882103804e-03
4.224079462095050985e+03,9.396047047392615426e+00,7.684844879273427650e+05,9.303598323175486795e-02
8.561978833478742672e+03,5.035912533777772815e+00,2.611418120018163172e+05,1.066896617195525337e-01
2.282671467858306642e+03,1.779303811956761683e+00,1.144664525416994700e+06,0.000000000000000000e+00
6.023265021875122329e+03,5.628408587845362021e+00,8.565879025751309469e+06,1.096275129332745929e-02
6.024832619109167808e+02,5.322852505737318829e+00,1.626467031102724606e+06,5.066685945007899650e-03
1.205876087316494250e+03,2.654573224232780859e+00,1.577327379951753188e+06,7.313596734197687355e-04
7.540237680569857730e+03,2.089500322509521446e+00,8.274709596860677935e+06,1.173053896995329692e-02
1.153930441198992412e+03,8.845094094676333896e+00,5.224862957263299264e+06,4.340900543713463108e-03
7.317300274195091333e+03,1.413167990547691488e+00,2.269674655014235061e+06,0.000000000000000000e+00
8.818035548238804040e+03,3.693359702338437245e+00,3.281191335286876652e+06,0.000000000000000000e+00
3.672773845567222907e+03,1.083905366785605118e+00,6.150192118147864006e+06,2.332539572833783673e-03
2.317233661613383447e+03,2.714913951795346669e+00,8.277602712434108369e+06,0.000000000000000000e+00
5.876420851859725190e+03,2.987023369276858187e+00,6.959312800341724418e+06,9.416848062383730358e-03
9.707816329029763438e+03,9.688203242686885375e+00,4.973591307677220320e+05,3.649046216189724134e-01
4.975791477360930912e+02,9.304445287398912967e+00,9.372195651192981750e+06,1.291503427545862698e-03
8.805337875652154253e+03,7.668710858432776334e+00,3.980174422906487598e+05,2.121535534851092808e-01
9.856849142455354013e+03,1.311149942593800244e+00,1.400942858939931495e+06,8.847875950447992716e-03
7.510357602249170668e+03,1.620124068790380401e+00,2.667595335202200804e+05,0.000000000000000000e+00
9.020486910708832511e+03,5.890189289663207539e+00,9.378991499165350571e+06,4.529001517433891254e-03
5.142201268285431070e+03,1.128520085650055682e+00,5.806793183339203708e+06,2.361075529470671799e-02
3.468801189006808272e+03,3.491618239288222902e+00,7.436465498543428257e+06,0.000000000000000000e+00
6.016218825384088632e+03,9.005331100550460377e+00,4.792597419710122980e+06,4.453741112859435983e-03
6.395171164431504621e+03,5.421211856006600271e+00,3.013063905418280046e+06,1.101292916935761243e-02
9.384794871121092001e+03,7.732385196312779208e+00,2.050213183903048513e+06,5.899510703552793278e-02
1.219533096835121114e+03,5.747772245546006076e+00,9.968804469974193722e+06,1.035505213498924895e-02
9.479641509040888195e+03,2.242533798998292305e+00,8.818803324268193915e+06,0.000000000000000000e+00
1.552647891600154708e+03,5.367407340758419743e+00,4.402076014394098893e+06,0.000000000000000000e+00
8.692334279537077236e+03,9.989321964665801801e+00,3.213676315186817665e+05,5.570281304731082850e-01
3.779049766187758451e+03,9.387163247300984281e+00,1.543513275923670502e+06,2.866227613102342864e-02
6.800667563970239826e+03,9.228378180543169051e+00,7.144135084838311188e+06,2.633769054293399331e-02
2.896505113783915931e+03,5.061978054795265081e+00,2.918110112480702344e+06,0.000000000000000000e+00
8.979915231130389657e+03,4.524053483427678657e+00,4.724924106770168059e+06,5.317820139200532190e-03
1.084860401867839528e+03,3.703196706399396909e+00,8.363788557107886299e+06,4.551367070182327570e-03
5.357964993989085997e+03,1.654865689999693856e+00,1.203136768632317893e+06,7.663458580708630433e-04
5.034342663211682520e+03,6.972732064078137171e+00,6.592237200177891180e+06,3.983067371348683432e-03
2.819103625341778297e+03,7.746205357948328540e+00,1.558757284386426443e+06,1.277567546597688924e-02
4.153998694319690003e+03,8.354103837930210830e+00,8.692388154590377584e+06,5.535843650986087446e-03
8.346484587098844713e+03,2.049423805289115386e+00,4.696699360640523024e+06,5.523903557383573470e-03
7.477686632615627786e+03,5.552633570959909726e+00,4.380705475547900423e+06,4.488691707899034045e-03
7.999315522278317076e+03,8.511073578511547666e+00,8.018731833515018225e+06,1.162676337066756091e-03
4.791264010463766681e+03,2.704662529478220279e+00,3.758917856335039833e+05,1.047305913774001715e-02
8.855798700884045047e+02,1.444575294690016332e+00,8.104132405130342580e+06,0.000000000000000000e+00
6.841570608641368381e+03,1.431177728141151961e+00,4.180046945005098823e+06,1.057910568429647549e-03
6.159362905407643666e+03,9.008797338902793328e+00,3.850975752361416817e+06,2.785718835898793114e-02
9.767395241450871254e+03,9.578114457878065480e+00,1.097131837697940791e+05,1.636887322566465741e+00
7.426581677384856448e+03,1.896237828844562712e+00,8.456728070148173720e+06,1.910132673216647942e-03
8.057832992463056144e+03,7.688848936518551724e+00,3.190832742817368358e+06,1.565662326293830106e-02
6.235015644998012249e+03,7.285643587506466012e+00,1.769154118505248101e+06,3.796290892724994703e-02
3.349111344585311599e+03,6.360828061999598937e+00,3.715071366287706420e+06,1.169897306411179887e-02
9.772293483637771487e+02,8.380627409199888689e+00,1.722178079997528344e+06,1.202351578588763993e-02
9.180537755627236038e+03,3.037735650904208828e+00,3.704278513912146445e+06,2.248991182015525579e-03
6.149651186270680228e+02,1.361600193774671119e+00,3.550962737912434619e+06,4.275526252715829145e-03
1.455347303434303285e+03,9.110876105735851382e+00,7.911461725781925488e+05,3.491925293345291004e-02
5.132495281096967119e+03,8.087862625319589327e+00,3.089197637910341844e+06,1.694511734268989989e-02
4.962844172071087996e+03,4.811624503909485817e+00,5.458233790836517699e+06,1.246495952181161243e-02
1.466710217895874393e+03,7.612765581875867937e+00,8.956473650318348780e+06,9.687122442466748404e-03
8.938019565210268411e+03,8.132838118433921792e+00,5.606141332908426411e+06,2.468470262549840935e-02
3.748229702929350424e+03,9.522497439015138454e+00,5.301163824372647330e+06,5.611229412525802276e-03
5.685191525845604701e+03,2.485242996127030146e+00,2.708839718119048513e+06,0.000000000000000000e+00
5.093857344702115597e+02,6.240418530329036706e+00,5.855593942621401511e+06,0.000000000000000000e+00
3.874686009038905468e+03,8.610633140873655833e+00,8.893005465967331082e+06,1.598763173974352553e-02
9.098719094507057889e+03,8.497145912238519116e+00,9.666661904374895617e+06,1.664714417286818071e-02
1.352427037383013840e+03,8.476817534950114919e+00,2.887123203315196952e+04,5.910820466123751782e-01
9.069206526630609915e+02,7.655231935303913993e+00,2.060353346435493731e+05,4.094711266319912835e-02
7.765788700671546394e+03,2.425377866860983112e+00,1.840069181516138138e+06,1.500681414177931251e-02
2.797096410161848780e+03,3.080622243533272631e+00,5.252962050806447864e+06,0.000000000000000000e+00
9.827082512932935060e+03,9.168725039021662582e+00,4.088604261002293206e+05,3.837532547385973380e-01
8.165368621010175048e+03,4.820393340570189977e+00,1.813226881824717857e+06,1.279894852273661711e-02
3.614864828752853896e+02,7.803242659360711819e+00,7.727761342550386675e+06,1.345125950155521720e-05
5.298833866523683355e+03,9.075402894197997838e+00,9.714283123935228214e+06,3.929036855942515116e-04
9.165121037188830087e+03,9.998409851001865079e+00,1.004619664941860945e+06,1.833759290832616129e-01
3.078800915422797061e+03,8.203152402429383372e+00,8.485019612899914384e+06,7.943084550108277068e-04
1.745068589048948979e+03,6.520422649537574777e+00,3.921109899232278578e+06,6.082085746798989931e-03
2.986083210128229894e+03,5.206794491765416311e+00,5.519271973852335475e+06,9.049090971769415889e-03
1.313446764883288097e+03,6.358892157563160730e+00,3.981388345656258054e+06,6.441097827905475741e-03
3.329441844157608102e+03,3.192440441716214217e+00,7.961140672600712627e+06,2.516561690701525546e-03
6.440717678042714397e+03,3.077422160944407903e+00,2.914136450021605939e+06,0.000000000000000000e+00
3.830681993318872173e+03,8.306290116637661924e+00,3.922921666733712773e+05,1.177044299025934576e-01
2.148881501626706722e+03,4.156967339850213605e+00,3.470050474021511618e+06,3.887319316242492020e-03
4.554545906432159427e+03,9.931773792834789560e+00,6.260707989883166738e+06,1.110305983487678075e-02
3.951105642841391273e+03,7.548377274783814705e+00,5.242625803613892640e+05,5.664924089280207187e-02
3.559539708930517463e+03,1.364949684439727751e+00,8.291384838830996305e+06,5.854890471281005938e-04
3.035023823384003663e+03,7.134274456452200930e+00,5.996780705475751311e+06,1.383638514523304573e-02
4.347459900168176318e+03,1.232463955638638753e+00,4.829563852074683644e+06,5.826936722888216742e-03
2.179622638460119560e+03,2.709218921556755699e+00,5.349296916343356483e+06,9.574780683864947059e-03
9.129219518841850004e+03,9.106276451125872029e+00,8.608987414232845185e+05,1.762527369234265784e-01
3.018688012132732638e+03,5.915547845603223109e+00,2.492595006946000736e+06,0.000000000000000000e+00
7.369293403128383034e+03,3.145605077916688863e+00,3.534455710338545614e+05,8.359564841160734699e-03
8.310817916008692919e+03,4.195208023282136267e+00,2.074140900056778220e+06,4.758208921597455350e-03
5.730033096453778853e+03,1.954709261458819292e+00,8.608352376086710021e+06,4.343445008401465753e-03
2.694198932356727028e+02,9.312837919906121087e+00,3.112276208126879297e+06,0.000000000000000000e+00
9.809860337262629400e+03,4.105320835598380569e+00,5.705893049086013809e+06,1.055779492573896694e-02
5.746521344180483538e+03,6.588905644963802821e+00,3.169208878544152249e+06,0.000000000000000000e+00
4.034481609838867371e+03,5.088738553637051965e+00,5.662246847569970414e+06,4.924561280330001442e-03
1.054649672815542800e+02,5.319332214998405028e+00,6.997525824168736115e+06,0.000000000000000000e+00
4.755108577309773864e+03,5.078795855499711465e+00,8.860421311374891549e+06,1.365492585004906547e-03
2.477178650470362300e+03,1.099475888554172442e+00,1.567550068909380352e+06,0.000000000000000000e+00
9.622159988720262845e+03,6.382341010653273194e+00,8.134935346941878088e+06,7.073967016282758577e-03
4.149688296474742856e+03,5.337398108756970849e+00,5.619068222855888307e+06,0.000000000000000000e+00
9.199186405467635268e+03,8.785839340256774932e+00,7.548813663973432966e+06,2.410073091745633736e-02
4.273941048940916403e+02,5.412920044072579984e+00,2.834980243616100401e+06,6.018885468007060049e-03
4.414935524840349217e+02,4.538589240805730896e+00,6.350165792864291929e+06,5.565283013160087465e-03
8.056855669653945370e+03,8.403011945734178312e+00,7.448798545031757094e+06,1.333293477168684578e-02
1.848973013293005806e+03,9.198866029836574754e+00,9.530932368581920862e+06,8.216034818608166160e-03
6.278611345909463125e+03,1.114811401740526398e+00,6.714147916731743142e+06,7.622330364973746615e-03
4.616614303616075631e+03,2.707627001949415302e+00,3.759118227975504007e+06,1.892863535999319419e-03
8.834478570311524891e+03,5.554132103907047480e+00,4.116979808388576843e+06,5.906183025391174152e-03
2.163877160291575365e+03,2.143045835755867934e+00,5.234331071694980375e+06,1.106131243565614507e-03
5.172412585252947792e+03,5.322337030691834059e+00,5.500797634731545113e+06,0.000000000000000000e+00
9.172353842522135892e+03,6.194454088309854001e+00,4.956377896736829542e+06,6.771153803130647297e-03
8.266738559596113191e+03,3.035483219211223105e+00,7.277479416925941594e+06,0.000000000000000000e+00
3.778566596653693637e+02,7.093756097053531384e+00,6.952613022663165815e+06,2.511040541563507554e-03
6.879410635194290990e+03,5.585160992672997260e+00,3.953441418545704335e+06,9.664604799167879692e-03
8.966595930708207334e+02,7.308584894656743991e+00,8.629612741687480360e+06,1.227060584848069236e-02
6.107613671797588722e+03,5.897618421330198757e+00,4.016223066775445361e+06,8.019515981513694602e-03
3.262366706943009831e+02,7.647382833850679518e+00,5.853835617921865545e+06,3.475287149909428051e-04
9.974502825433251928e+03,4.537689563196016351e+00,8.494632969141909853e+06,6.148338082418798069e-03
8.813297240251851690e+03,1.574404132438548487e+00,4.271973523200904019e+06,5.805072964299534850e-03
7.397195732529596626e+02,2.558840241539244165e+00,3.391020631377965212e+06,0.000000000000000000e+00
4.937470131974364449e+03,7.953925678851541115e+00,3.337269047171291895e+06,6.443273630959001422e-03
1.815547084495922718e+03,8.308605065366650777e+00,8.828200182538917288e+06,0.000000000000000000e+00
4.023155258342241268e+03,6.370453862055351912e+00,9.063506292144532781e+05,1.638218446207271445e-02
1.844363020850647217e+03,4.511778082152236635e+00,8.525660041077321395e+06,1.466341183716602520e-02
6.822110711779948815e+02,3.740341460206652258e+00,5.860975990308688022e+06,5.866308640667091193e-03
8.858470354276561920e+03,2.370006115992997486e+00,5.803284407717219554e+06,0.000000000000000000e+00
3.945139835751393775e+02,8.272747755946632253e+00,7.912877687917962670e+06,2.048630136405394427e-03
9.219148086143235560e+03,8.954043822591774671e+00,9.198317009166164789e+05,1.414629829672940375e-01
1.939337634529238585e+03,6.387959542800171420e+00,8.081606288208036683e+06,0.000000000000000000e+00
4.291363962205854477e+03,1.801757659266133071e+00,4.195652374646501616e+06,0.000000000000000000e+00
3.986740791829391128e+03,7.285940706167322034e+00,4.400356935096676461e+06,0.000000000000000000e+00
7.806429789804499705e+03,6.240271524777107892e+00,1.320042957986250753e+06,3.112475174878919296e-02
3.641024352131519663e+03,3.999267232109663617e+00,6.293976372153848642e+05,2.480384565827158799e-02
5.227937526152960345e+03,6.081810639747482483e+00,7.478407224985754117e+06,0.000000000000000000e+00
3.742423619402272834e+03,7.699762366695221516e+00,9.364788908183079213e+06,1.042405411959727336e-03
5.279052692431580908e+03,7.998630175609665827e+00,9.471770976862065494e+06,1.286321054416692498e-03
6.052805223797435247e+03,3.406052433403025326e+00,2.036943420273123076e+06,0.000000000000000000e+00
5.203254532671174275e+03,9.916906425434142136e+00,6.700498285263907164e+06,1.595417457773574965e-02
8.613966711084201961e+03,7.714528998496801293e+00,3.166861657422234304e+06,3.189340971216748921e-02
8.042777831387139486e+03,5.561530859463435839e+00,3.871300439238020219e+06,1.607921576352228099e-02
7.163043174843313864e+03,2.993279468940273524e+00,9.805593947739901021e+06,8.303609194855371411e-03
7.744031880295113297e+03,6.688473955396908366e+00,5.705176698157134466e+06,7.723099852378987468e-03
3.020848921532003715e+03,2.129313316108879750e+00,5.784709375762600452e+06,0.000000000000000000e+00
8.539749503316512346e+03,5.903092301193876068e+00,8.294790829435945489e+06,2.572077181232640744e-03
3.936768781861723596e+02,4.969826576106306959e+00,9.584201091012833640e+06,0.000000000000000000e+00
9.394907327241373423e+03,4.425950823949343693e+00,4.270221522243515938e+05,4.569454134526978323e-02
2.185166323198039208e+03,7.578853990577030686e+00,9.525924269920306280e+06,3.372105499647669834e-03
7.854437124463309374e+03,5.904534102852898592e+00,3.704055045019564684e+06,4.214226711240691078e-03
8.808010677519181627e+03,1.860027420763938011e+00,3.895286210383703932e+06,0.000000000000000000e+00
2.436880198467916216e+03,9.669202485543747727e+00,9.179049336145663634e+06,4.966578016216219478e-03
4.684960788657612625e+02,6.996764219749579183e+00,5.047637093941181898e+06,4.824123670707291395e-03
5.810942735927092144e+02,3.578343913152398859e+00,5.235267725708416663e+06,5.241765787335539222e-04
9.532196330163969833e+03,9.675974254784776463e+00,3.880873970213356894e+06,4.589993995465061621e-02
4.993597732601693906e+02,9.893432689255289958e+00,8.248811854475791566e+06,5.867745656753294708e-03
5.700688771708631975e+03,8.330893600254071885e+00,8.144943521581266075e+06,1.035350000692694152e-02
7.812940935669003011e+03,5.499010370787663859e+00,7.109027552128529176e+06,1.779152413894183674e-03
9.515701523523805008e+03,7.689127661724319829e+00,8.430447782799936831e+06,1.530346329613352027e-02
7.417699000589664138e+03,8.663249578924876459e+00,6.136736154545420781e+06,2.108221010032126919e-02
5.531996067122778186e+03,6.247980914006563857e+00,2.995655951867599040e+06,2.654390576329117638e-03
3.888021980203026942e+03,8.865543243103115145e+00,5.289919409716250375e+06,1.663487745808486101e-02
4.792474068146626450e+03,7.560270786077422756e+00,4.047671346672656364e+05,1.148384316546178230e-01
4.063668682583047030e+03,5.041638764347764479e+00,5.447167786539806984e+06,1.415497413604561647e-02
2.356267292989401085e+03,9.283000539744005408e+00,1.337342886379116215e+06,3.871665452414410624e-02
3.346718126501353254e+03,6.016151804392772640e+00,1.899467550189833622e+06,1.333074959527760089e-02
7.150035576642450224e+02,6.634631744607780490e+00,7.241052975155056454e+06,1.336116416227347420e-02
3.087154123119505130e+03,4.949233932809655734e+00,1.086639883620529668e+06,1.006075272569064219e-02
3.778418654709696057e+03,5.868065866193781233e+00,7.941747234663928859e+06,9.138533358325965153e-03
7.854479091500685172e+03,4.461615403566676186e+00,6.058990805078524165e+06,0.000000000000000000e+00
8.049216588839301039e+03,9.307228850469817516e+00,6.137956272299996344e+05,2.241899047064654926e-01
8.386394413629790506e+03,8.247505175675581057e+00,8.891130791963625234e+05,1.099320062904373119e-01
7.767730515008539442e+03,2.713121904738192036e+00,4.123056628615569323e+06,1.146324187498574607e-03
9.798331697481772835e+02,9.159823958857220561e+00,8.852200788354339078e+06,8.164327027857830928e-04
4.636983411595170764e+03,9.051407989892130246e+00,7.838634075598945841e+06,1.201378934078915772e-02
4.125040564163495219e+03,9.958541197358119490e+00,4.591848159685879014e+06,9.935923292871219614e-03
1.025561016077721661e+03,5.919370718417535038e+00,6.837895840590585954e+06,0.000000000000000000e+00
4.940190463808526147e+03,3.776153966688031716e+00,4.517777200471339747e+06,9.920953183043784707e-03
6.945345364645569134e+03,8.606332198687651314e+00,9.847172109310564701e+04,9.281586393810856705e-01
